address;mail;title
7 RUE PIERRE DUPONT 75010 PARIS ;jpleroy@groupe-igs.fr;Centre de Formation d'apprentis BUREAUTIQUE APPLIQUEE
23 RUE DE LA BIDASSOA 75020 PARIS ;;Section d'enseignement professionnel LPO MARTIN NADAUD
44 RUE DES JEUNEURS 75002 PARIS ;;Section d'enseignement professionnel LPO JACQUES MONOD
28 RUE DEBELLEYME 75003 PARIS ;;Section d'enseignement professionnel LPO FRANCOIS TRUFFAUT
20 AVENUE ARMAND ROUSSEAU 75012 PARIS ;;Section d'enseignement professionnel LPO ELISA LEMONNIER
74  AV PHILIPPE AUGUSTE 75011 PARIS ;;Section d'enseignement professionnel LPO DORIAN
61 RUE DAVID D ANGERS 75019 PARIS ;;Section d'enseignement professionnel LPO DIDEROT
22 SENTE DES DOREES 75019 PARIS ;;Section d'enseignement professionnel LPO D'ALEMBERT
9 RUE PIERRE BOURDAN 75012 PARIS ;ce.0750523L@ac-paris.fr;Section d'enseignement professionnel LPO BOULLE
51 RUE DES PANOYAUX 75020 PARIS ;ce.0754405F@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE ROBERT DOISNEAU
11 RUE BOUVIER 75011 PARIS ;ce.0754532U@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE PILATRE DE ROZIER
82 RUE DE MENILMONTANT 75020 PARIS ;ce.0754533V@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE JEAN-BAPTISTE CLEMENT
8 AVENUE VINCENT D INDY 75012 PARIS ;ce.0754960J@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE GERMAINE TILLION
24 RUE LE VAU 75020 PARIS ;ce.0752253S@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE PIERRE MENDES FRANCE
19 RUE DES TAILLANDIERS 75011 PARIS ;ce.0750558Z@ac-paris.fr;Lycée polyvalent PAUL POIRET
9 RUE PIERRE BOURDAN 75012 PARIS ;ce.0750681H@ac-paris.fr;Lycée polyvalent lycée des métiers BOULLE ESAA
23 RUE DE LA BIDASSOA 75020 PARIS ;ce.0754530S@ac-paris.fr;Lycée polyvalent MARTIN NADAUD
20 AVENUE ARMAND ROUSSEAU 75012 PARIS ;ce.0750677D@ac-paris.fr;Lycée polyvalent ELISA LEMONNIER
61  RUE DAVID D ANGERS 75019 PARIS ;ce.0750712S@ac-paris.fr;Lycée polyvalent DIDEROT
18 PASSAGE TURQUETIL 75011 PARIS ;ce.0750778N@ac-paris.fr;Lycée professionnel lycée des métiers TURQUETIL
28 RUE DEBELLEYME 75003 PARIS ;ce.0752701D@ac-paris.fr;Lycée polyvalent FRANCOIS TRUFFAUT
19 RUE CURIAL 75019 PARIS ;ce.0750802P@ac-paris.fr;Lycée professionnel lycée des métiers HECTOR GUIMARD
114 QUAI DE JEMMAPES 75010 PARIS ;ce.0750776L@ac-paris.fr;Lycée professionnel lycée des métiers MARIE LAURENCIN
49 RUE DE CHARENTON 75012 PARIS ;ce.0752845K@ac-paris.fr;Lycée professionnel THEOPHILE GAUTIER
35 RUE DES BOURDONNAIS 75001 PARIS ;ce.0752388N@ac-paris.fr;Lycée professionnel PIERRE LESCOT
9 RUE PIERRE BOURDAN 75012 PARIS ;ce.0750784V@ac-paris.fr;Lycée professionnel METIERS DE L'AMEUBLEMENT
39 RUE DE LA ROQUETTE 75011 PARIS ;ce.0750788Z@ac-paris.fr;Lycée professionnel MARCEL DEPREZ
7  RUE DES ECLUSES ST MARTIN 75010 PARIS ;ce.0750775K@ac-paris.fr;Lycée professionnel GUSTAVE FERRIE
7 RUE D EUPATORIA 75020 PARIS ;ce.0750808W@ac-paris.fr;Lycée professionnel ETIENNE DOLET
33 AVENUE LEDRU ROLLIN 75012 PARIS ;ce.0750783U@ac-paris.fr;Lycée professionnel CHENNEVIERE MALEZIEUX
17 RUE LIGNER 75020 PARIS ;ce.0750508V@ac-paris.fr;Lycée professionnel CHARLES DE GAULLE
45 RUE ARMAND CARREL 75019 PARIS ;ce.0752700C@ac-paris.fr;Lycée professionnel ARMAND CARREL
70 BIS RUE DE TURBIGO 75003 PARIS ;ce.0750770E@ac-paris.fr;Lycée professionnel ABBE GREGOIRE
2 BIS RUE BOURET 75019 PARIS ;ce.0750713T@ac-paris.fr;Lycée général et technologique lycée des métiers JACQUARD
101 AVENUE DE LA REPUBLIQUE 75011 PARIS ;ce.0750675B@ac-paris.fr;Lycée général et technologique VOLTAIRE
4 RUE ERIK SATIE 75019 PARIS ;ce.0754478K@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE GEORGES BRASSENS
33 RUE EDOUARD PAILLERON 75019 PARIS ;ce.0752130H@ac-paris.fr;Section d'enseignement général et professionnel adapté COLLEGE EDOUARD PAILLERON
69 RUE DE TURBIGO 75003 PARIS ;ce.0750647W@ac-paris.fr;Lycée général et technologique TURGOT
9 RUE DE JOUY 75004 PARIS ;ce.0750653C@ac-paris.fr;Lycée général et technologique SOPHIE GERMAIN
12 RUE D ABBEVILLE 75010 PARIS ;ce.0750674A@ac-paris.fr;Lycée technologique JULES SIEGFRIED
27 RUE EDOUARD PAILLERON 75019 PARIS ;ce.0750711R@ac-paris.fr;Lycée général et technologique HENRI BERGSON
4 PLACE DE LA NATION 75012 PARIS ;ce.0750680G@ac-paris.fr;Lycée général et technologique ARAGO
27 RUE DE SEVIGNE 75003 PARIS ;ce.0750648X@ac-paris.fr;Lycée général VICTOR HUGO
89  CRS DE VINCENNES 75020 PARIS ;ce.0750715V@ac-paris.fr;Lycée général et technologique MAURICE RAVEL
38 BOULEVARD SOULT 75012 PARIS ;ce.0750679F@ac-paris.fr;Lycée général PAUL VALERY
75 COURS DE VINCENNES 75020 PARIS ;ce.0750714U@ac-paris.fr;Lycée général HELENE BOUCHER
7 RUE DE POITOU 75003 PARIS ;ce.0750651A@ac-paris.fr;Lycée général et technologique SIMONE WEIL
27 RUE DE CHATEAU LANDON 75010 PARIS ;ce.0750673Z@ac-paris.fr;Lycée général COLBERT
40 RUE MANIN 75019 PARIS ;ce.0754684J@ac-paris.fr;Lycée général GEORGES BRASSENS
14 RUE CHARLEMAGNE 75004 PARIS ;ce.0750652B@ac-paris.fr;Lycée général CHARLEMAGNE
316  RUE DE BELLEVILLE 75020 PARIS ;ce.0750828T@ac-paris.fr;Établissement régional d'enseignement adapté EDITH PIAF
7 RUE JOMARD 75019 PARIS ;ce.0750484U@ac-paris.fr;Collège d'enseignement général W.A. MOZART
101 AVENUE DE LA REPUBLIQUE 75011 PARIS ;ce.0752536Z@ac-paris.fr;Collège d'enseignement général VOLTAIRE
21 RUE SAMBRE ET MEUSE 75010 PARIS ;ce.0755778Y@ac-paris.fr;Collège d'enseignement général FRANCOISE SELIGMANN
27 RUE DE SEVIGNE 75003 PARIS ;ce.0752524L@ac-paris.fr;Collège d'enseignement général VICTOR HUGO
199 QUAI DE VALMY 75010 PARIS ;ce.0750584C@ac-paris.fr;Collège d'enseignement général VALMY
149 BOULEVARD MAC DONALD 75019 PARIS ;ce.0755747P@ac-paris.fr;Collège d'enseignement général SUZANNE LACORE
14  RUE EURYALE DEHAYNIN 75019 PARIS ;ce.0750575T@ac-paris.fr;Collège d'enseignement général SONIA DELAUNAY
51  RUE DES PANOYAUX 75020 PARIS ;ce.0754355B@ac-paris.fr;Collège d'enseignement général ROBERT DOISNEAU
11 RUE BOUVIER 75011 PARIS ;ce.0754528P@ac-paris.fr;Collège d'enseignement général PILATRE DE ROZIER
5  RUE BERANGER 75003 PARIS ;ce.0750387N@ac-paris.fr;Collège d'enseignement général PIERRE-JEAN DE BERANGER
27 RUE EDOUARD PAILLERON 75019 PARIS ;ce.0752555V@ac-paris.fr;Collège d'enseignement général HENRI BERGSON
75 COURS DE VINCENNES 75020 PARIS ;ce.0752556W@ac-paris.fr;Collège d'enseignement général HELENE BOUCHER
6  RUE D ARTAGNAN 75012 PARIS ;ce.0752189X@ac-paris.fr;Collège d'enseignement général GUY FLAVIEN
7 RUE JEAN QUARRE 75019 PARIS ;ce.0752695X@ac-paris.fr;Collège d'enseignement général GUILLAUME BUDE
8 AVENUE VINCENT D INDY 75012 PARIS ;ce.0753936W@ac-paris.fr;Collège d'enseignement général GERMAINE TILLION
3 RUE DU NOYER DURAND 75019 PARIS ;ce.0753938Y@ac-paris.fr;Collège d'enseignement général GEORGES ROUAULT
45 RUE DE TANGER 75019 PARIS ;ce.0752606A@ac-paris.fr;Collège d'enseignement général GEORGES MELIES
48 AVENUE DR ARNOLD NETTER 75012 PARIS ;ce.0750444A@ac-paris.fr;Collège d'enseignement général GEORGES COURTELINE
4 RUE ERIK SATIE 75019 PARIS ;ce.0750507U@ac-paris.fr;Collège d'enseignement général GEORGES BRASSENS
354 RUE DES PYRENEES 75020 PARIS ;ce.0750552T@ac-paris.fr;Collège d'enseignement général FRANCOISE DOLTO
2 ALLÉE DES JUSTES 75004 PARIS ;ce.0752693V@ac-paris.fr;Collège d'enseignement général FRANCOIS COUPERIN
4  RUE GALLERON 75020 PARIS ;ce.0753046D@ac-paris.fr;Collège d'enseignement général FLORA TRISTAN
16 RUE ADOLPHE MILLE 75019 PARIS ;ce.0755095F@ac-paris.fr;Collège d'enseignement général EDGAR VARESE
33 RUE EDOUARD PAILLERON 75019 PARIS ;ce.0751707Y@ac-paris.fr;Collège d'enseignement général EDOUARD PAILLERON
70  RUE DE L OURCQ 75019 PARIS ;ce.0753345D@ac-paris.fr;Collège d'enseignement général EDMOND MICHELET
9 RUE DES PANOYAUX 75020 PARIS ;ce.0755241P@ac-paris.fr;Collège d'enseignement général COLETTE BESSON
9 RUE DES ALOUETTES 75019 PARIS ;ce.0750360J@ac-paris.fr;Collège d'enseignement général CLAUDE CHAPPE
69 AVENUE SIMON BOLIVAR 75019 PARIS ;ce.0751706X@ac-paris.fr;Collège d'enseignement général CHARLES PEGUY
13 RUE CHARLEMAGNE 75004 PARIS ;ce.0752525M@ac-paris.fr;Collège d'enseignement général CHARLEMAGNE
7  RUE DE LA JUSSIENNE 75002 PARIS ;ce.0752248L@ac-paris.fr;Collège d'enseignement général CESAR FRANCK
21 RUE DES PETITS HOTELS 75010 PARIS ;ce.0752829T@ac-paris.fr;Collège d'enseignement général BERNARD PALISSY
124 RUE AMELOT 75011 PARIS ;ce.0750362L@ac-paris.fr;Collège d'enseignement général BEAUMARCHAIS
38  RUE TROUSSEAU 75011 PARIS ;ce.0750608D@ac-paris.fr;Collège d'enseignement général ANNE FRANK
87 RUE LEON FROT 75011 PARIS ;ce.0750607C@ac-paris.fr;Collège d'enseignement général ALAIN FOURNIER
74 AVENUE PHILIPPE AUGUSTE 75011 PARIS ;daniel.gruat@ac-paris.fr;Centre de Formation d'apprentis DORIAN OPERATEUR-GEOMETRE
74 AVENUE PHILIPPE AUGUSTE 75011 PARIS ;ce.0750676C@ac-paris.fr;Lycée polyvalent lycée des métiers DORIAN
11 RUE DUPETIT THOUARS 75003 PARIS ;ce.0750672Y@ac-paris.fr;Lycée technologique DUPERRE ESAA
22 SENTE DES DOREES 75019 PARIS ;ce.0750650Z@ac-paris.fr;Lycée polyvalent lycée des métiers D'ALEMBERT
